event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
EGY11106,2020-09-20,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Cairo,"Al Bassatin",,"Cairo - Al Basatin",29.9829,31.2826,1,"New Arab",Regional,"On 20 September 2020, an unknown number of protesters gathered in Al Basatin (Cairo) to protest against the demolition of homes and buildings for construction projects and to call for the removal of President Sisi from office. Details of the police intervention were not reported except that it occurred.",0,"crowd size=no report",1764637279,89293
EGY11109,2020-09-21,2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,Giza,,"Abu An Numrus",29.9543,31.2209,1,"New Arab",Regional,"On 21 September 2020, police intervened in protests in Abu an Numrus (Abu an Numrus, Giza), where protesters called for the end of President Sisi's time in office during the week of the anniversary of widespread protests a year prior.",0,"crowd size=no report",1764637279,44155
EGY10840,2020-04-07,2020,3,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Dakahlia,Aga,,Aga,30.9416,31.2904,1,"FJ Portal",National,"Around 7 April 2020 (between 1 April - 15 April), dozens of civilians gathered to protest in Aga (Aga, Dakahlia) against the burial of people who died of coronavirus.",0,"crowd size=dozens",1635167923,50180
EGY10841,2020-04-07,2020,3,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Gharbia,"Greater Mahala",,"Al Hayatim",30.9128,31.0992,1,"FJ Portal",National,"Around 7 April 2020 (between 1 April - 15 April), villagers protested in Al Hayatim (El Mahalla El Kobra, Gharbia) against their village being placed under coronavirus quarantine.",0,"crowd size=no report",1635167923,22384
EGY10842,2020-04-07,2020,3,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Beheira,"Kafr Al Dawar City",,"Kafr ad Dawwar",31.1340,30.1280,1,"FJ Portal",National,"Around 7 April 2020 (between 1 April - 15 April), dozens of civilians gathered to protest in Kafr ad Dawwar (Kafr ad Dawwar, Behera) against the burial of people who died of coronavirus.",0,"crowd size=dozens",1635167923,83644
EGY10754,2020-02-26,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Fishers (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,"Kafr el-Sheikh","Al Boroloos",,"Al Burullus",31.5833,31.0833,1,"FJ Portal",National,"On 26 February 2020, fishers protested in Al Burullus (Burullus, Kafr El-Shikh) against a new insurance law that would require them to pay increased prices to insure workers on their boats.",0,"crowd size=no report",1635167924,10170
EGY10752,2020-02-25,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Fishers (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,"Kafr el-Sheikh","Al Boroloos",,"Al Burullus",31.5833,31.0833,1,"FJ Portal",National,"On 25 February 2020, fishers protested in Al Burullus (Burullus, Kafr El-Shikh) against a new insurance law that would require them to pay increased prices to insure workers on their boats.",0,"crowd size=no report",1635167924,10170
EGY10751,2020-02-24,2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Fishers (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,"Kafr el-Sheikh","Al Boroloos",,"Al Burullus",31.5833,31.0833,1,"FJ Portal",National,"On 24 February 2020, fishers protested in Al Burullus (Burullus, Kafr El-Shikh) against a new insurance law that would require them to pay increased prices to insure workers on their boats.",0,"crowd size=no report",1635167924,10170
EGY10591,2019-11-30,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Gharbia,Samanoud,,Samannoud,30.9613,31.2412,2,ATUC,Other,"On 30 November 2019, workers at the Samannoud Weaving and Textile Company protested at the company in Samannoud (Samannoud, Gharbia) to demand payment of the overdue bonuses since 2017 and adherence to the minimum wage requirements in Egypt, as well as a plan reduction in number of workers. The protest continued until 6 December 2019.",0,"crowd size=no report",1636381452,50118
EGY10041,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,"North Sinai","Al Shiekh Zuwaid",,"Sheikh Zuwayid",31.2161,34.1111,1,"Al Ahram; Al Mena News",National-International,"On 27 September 2019, hundreds of protesters gathered in Sheikh Zuweiyid in support of Sisi .",0,"crowd size=hundreds",1636390476,16183
EGY10037,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"Giza City",,Giza,30.0146,31.2090,1,Dotmsr,National,"On 27 September 2019, protesters gathered in Giza in support of Sisi .",0,"crowd size=no report",1636390476,106846
EGY10034,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Gharbia,"Greater Mahala 1",,"Al Mahallah al Kubra",30.9761,31.1669,1,"Al Ahram",National,"On 27 September 2019, thousands of protesters marched through the streets of Al Mahallah to show their support for Sisi .",0,"crowd size=thousands",1636390476,147233
EGY10035,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Alexandria,"Bab Sharqi",,Alexandria,31.1981,29.9192,1,"Al Ahram",National,"On 27 September 2019, a large number of protesters gathered in Alexandria in support of Sisi.",0,"crowd size=a large number",1636390476,84559
EGY10038,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Luxor,"Luxor City",,Luxor,25.6965,32.6459,1,"Al Jazeera; Nile News TV",National-International,"On 27 September 2019, pro- and anti-Sisi protests took place in Luxor .",0,"crowd size=no report",1636390476,70678
EGY10040,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Qena,"Qena City",,Qina,26.1642,32.7267,1,"Al Jazeera; Nile News TV",National-International,"On 27 September 2019, pro- and anti-Sisi protests took place in Qina .",0,"crowd size=no report",1636390476,58662
EGY10039,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Cairo,"Nasr City 1",,"Cairo - Nasr City 1",30.0619,31.3339,1,"Al Ahram; Al Masry Al Youm (Egypt); Dotmsr; Al Akhbar (Egypt)",National,"On 27 September 2019, hundreds of protesters gathered in Martyr Hisham Square (formerly Rabea Al Adaweah Square) in Nasr City to show their support for Sisi .",0,"crowd size=hundreds",1636390476,31347
EGY10036,2019-09-27,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Cairo,"Al Dahier",,"Cairo - Al Nozha",30.0680,31.2687,1,"Daily News (Egypt)",National,"On 27 September 2019, a group of protesters gathered at the Cairo International Airport to welcome Sisi from his trip to New York and to express their support for the president .",0,"crowd size=no report",1636390476,138657
EGY10033,2019-09-26,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,"Red Sea","Ras Ghareeb",,"Ras Shuqair",28.1333,33.2666,1,"Al Akhbar (Egypt)",National,"On 27 September 2019, thousands of workers from the Suez Petroleum Company (GAPCO) gathered in Ras Shuqair to show their support for Sisi .",0,"crowd size=thousands",1636390476,384
EGY10031,2019-09-23,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Suez,"Al Arbaeen",,Suez,29.9737,32.5263,1,"FJ Portal",National,"On 23 September 2019, people held a demonstration in Suez to demand Sisi's departure from power .",0,"crowd size=no report",1636390476,84556
EGY10030,2019-09-21,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Matrouh,"Mersa Matrouh",,"Marsa Matruh",31.3525,27.2453,1,"FJ Portal",National,"On 21 September 2019, people held a demonstration in Masra Matruh to demand president Sisi's departure from power .",0,"crowd size=no report",1636390476,24983
EGY10807,2020-03-31,2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (Sudan)",,Rioters,"Civilians (Sudan)","Government of Sudan (2019-)",Civilians,Rioters-Civilians,,818,"Northern Africa",Egypt,Giza,"Al Doki",,Dokki,30.0351,31.2140,1,"New Arab",Regional,"On 31 March 2020, approximately 90 Sudanese citizens gathered outside and stormed the Sudanese embassy in Dokki (Dokki, Giza) in response to Sudan closing its borders and leaving some citizens trapped in Egypt to prevent the spread of coronavirus. After breaking through its gates, rioters attacked employees and set fire to the embassy.",0,"crowd size=approximately 90",1764637279,92831
EGY10630,2019-12-16,2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)","Labor Group (Egypt)",Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,"Port Said","Al Manakh",,"Port Said",31.2565,32.2841,1,ATUC,Other,"On 16 December 2019, Egyptian Police Forces used tear gas, water cannons, and batons to break up a sit-in by 10 factory workers in Port Said (Al-Munakh, Port Said), causing an unknown number of injuries. Police arrested approximately 170 protesters. The factory workers were protesting the decision to change their entry gate, asserting that the change of entry will cause delays attending work on time .",0,"crowd size=hundreds",1649286143,80396
EGY9923,2019-09-20,2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Suez,"Al Arbaeen",,Suez,29.9737,32.5263,1,AFP,International,"On 20 September 2019, hundreds protested in the streets of Suez against the rampant corruption in Sisi's administration. Police forces responding with force, firing tear gas and arresting several protesters. .",0,"crowd size=200",1649286148,84556
EGY9917,2019-09-20,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Gharbia,"Greater Mahala 1",,"Al Mahallah al Kubra",30.9761,31.1669,1,AFP,International,"On 20 September 2019, protesters gathered in Al Mahalla (Al Mahallah al Kubra) to denounce alleged corruption in the administration of president Abdel Fattah al-Sisi. .",0,"crowd size=no report",1649286148,147233
EGY9918,2019-09-20,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Alexandria,"Bab Sharqi",,Alexandria,31.1981,29.9192,1,AFP,International,"On 20 September 2019, protesters gathered in the streets of Alexandria to denounce alleged corruption in the administration of president Abdel Fattah al-Sisi. .",0,"crowd size=no report",1649286148,84559
EGY9916,2019-09-20,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Damietta,"Damietta 1",,Damietta,31.4165,31.8133,1,AFP,International,"On 20 September 2019, protesters gathered in Damietta to denounce alleged corruption in the administration of president Abdel Fattah al-Sisi. .",0,"crowd size=no report",1649286148,182675
EGY9924,2019-09-20,2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Cairo,"Al Waily",,Cairo,30.0771,31.2859,1,"AFP; Madamasr; Jeune Afrique; HRW",Other-National,"On 20 September 2019, hundreds protested in the streets of Cairo against the rampant corruption in Sisi's administration. Police forces responding with force, firing tear gas and arresting many protesters. Egyptian police forces arrested at least 45 individuals who took part in the anti-Sisi protest in Cairo (other sources report up to 74 arrests). .",0,"crowd size=several hundred",1649286148,77831
EGY10032,2019-09-26,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Dakahlia,"Al Mansoura 2",,"Al Mansurah",31.0364,31.3807,1,"FJ Portal",National,"On 26 September 2019, hundreds of people held a demonstration in Al Mansurah to demand Sisi's departure from power .",0,"crowd size=hundreds",1651165016,100205
EGY9915,2019-09-20,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Dakahlia,"Al Mansoura 2",,"Al Mansurah",31.0364,31.3807,1,AFP,International,"On 20 September 2019, protesters gathered in Al Mansurah to denounce alleged corruption in the administration of president Abdel Fattah al-Sisi. .",0,"crowd size=no report",1651165016,100205
EGY10586,2019-11-25,2019,2,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Fayoum,"Fayoum City",,"Al Fayyum",29.3099,30.8418,1,"El Fagr News",National,"On or before 25 November 2019, over 300 protesters staged a sit-in at the company Active Wear in Al Fayyum (Fayyum, Fayoum) because of unpaid wages. The protest ended on or before 25 November, and had been going on for an unknown number of days before that .",0,"crowd size=no report",1689711024,193077
EGY10207,2019-11-14,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Sharqia,"10th of Ramadan 1",,"10th of Ramadan City",30.2964,31.7463,1,"ATUC; Rassd; FJ Portal; El Fagr News",Other-National,"From November 11 to November 14, 2019, workers at two Egyptian International Pharmaceutical Industries Company (EIPICO) factories went on strike and held a protest at the factory in 10th of Ramadan City (10 Ramadan, Sharkia). Protesters demanded higher wages, health insurance for families, safe and stable working conditions, and incentives. The company ultimately decided to fire and replace all employees .",0,"crowd size=hundreds",1689711024,16673
EGY10206,2019-11-13,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Sharqia,"10th of Ramadan 1",,"10th of Ramadan City",30.2964,31.7463,1,"FJ Portal; El Fagr News; ATUC; Rassd",Other-National,"On 13 November 2019, workers at two Egyptian International Pharmaceutical Industries Company (EIPICO) factories went on strike and held a protest at the factory in 10th of Ramadan City (10 Ramadan, Sharkia). Protesters demanded higher wages, health insurance for families, safe and stable working conditions, and incentives. The company ultimately decided to fire and replace all employees .",0,"crowd size=hundreds",1689711024,16673
EGY10205,2019-11-12,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Sharqia,"10th of Ramadan 1",,"10th of Ramadan City",30.2964,31.7463,1,"ATUC; Rassd; El Fagr News; FJ Portal",Other-National,"On 12 November 2019, workers at two Egyptian International Pharmaceutical Industries Company (EIPICO) factories went on strike and held a protest at the factory in 10th of Ramadan City (10 Ramadan, Sharkia). Protesters demanded higher wages, health insurance for families, safe and stable working conditions, and incentives. The company ultimately decided to fire and replace all employees .",0,"crowd size=hundreds",1689711024,16673
EGY10201,2019-11-11,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Sharqia,"10th of Ramadan 1",,"10th of Ramadan City",30.2964,31.7463,1,"FJ Portal; El Fagr News; Rassd; ATUC",Other-National,"On 11 November 2019, workers at two Egyptian International Pharmaceutical Industries Company (EIPICO) factories went on strike and held a protest at the factory in 10th of Ramadan City (10 Ramadan, Sharkia). Protesters demanded higher wages, health insurance for families, safe and stable working conditions, and incentives. The company ultimately decided to fire and replace all employees .",0,"crowd size=hundreds",1689711025,16673
EGY10133,2019-10-15,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"Egypt Window",National,"From October 7 to October 15, 2019, in 6 of October City, over 4000 employees of Universal Engineering Industries staged a sit in protesting against the delayed payment of salaries, the layoff of hundreds of workers, and lack of distribution of incentive .",0,"crowd size=4000",1689711026,10932
EGY10130,2019-10-14,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"ATUC; Egypt Window",Other-National,"From October 9 to October 14, in 6 of October City, an unknown number of employees at the Eastern Company for Tobacco staged a sit-in protest, calling for an increase in daily incentives and meal allowances as well as the protection of employees' health .",0,"crowd size=no report",1689711026,10932
EGY10126,2019-10-13,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"Egypt Window; ATUC",Other-National,"From October 9 to October 14, in 6 of October City, an unknown number of employees at the Eastern Company for Tobacco staged a sit-in protest, calling for an increase in daily incentives and meal allowances as well as the protection of employees' health .",0,"crowd size=no report",1689711026,10932
EGY10121,2019-10-12,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"Egypt Window; ATUC",Other-National,"From October 9 to October 14, in 6 of October City, an unknown number of employees at the Eastern Company for Tobacco staged a sit-in protest, calling for an increase in daily incentives and meal allowances as well as the protection of employees' health .",0,"crowd size=no report",1689711026,10932
EGY10106,2019-10-12,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"Egypt Window",National,"From October 7 to October 12, 2019, in 6 of October City, employees of Universal Engineering Industries staged a sit in protesting against the delayed payment of salaries and lack of distribution of incentive .",0,"crowd size=no report",1689711026,10932
EGY10112,2019-10-12,2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Menoufia,Tela,,Tala,30.6803,30.9429,1,"FJ Portal",National,"On 12 October 2019, in Tala, an unknown number of protesters gathered to demand the release of detained protesters from the day before, where police arrested an unknown number of people at a protest calling for retribution and justice for the death of young student Mahmoud al-Banna who had been killed by 3 other youths .",0,"crowd size=no report",1689711026,63844
EGY10118,2019-10-11,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"ATUC; Egypt Window",Other-National,"From October 9 to October 14, in 6 of October City, an unknown number of employees at the Eastern Company for Tobacco staged a sit-in protest, calling for an increase in daily incentives and meal allowances as well as the protection of employees' health .",0,"crowd size=no report",1689711026,10932
EGY10111,2019-10-11,2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)",,Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Menoufia,Tela,,Tala,30.6803,30.9429,1,"FJ Portal",National,"On 11 October 2019, an unknown number of people protested at the funeral of student Mahmoud al-Banna who was killed by three other youths after he defended a girl from them. Police forces arrested protesters and allegedly assaulted a number of others at the protest .",0,"crowd size=no report",1689711026,63844
EGY10116,2019-10-10,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"ATUC; Egypt Window",Other-National,"From October 9 to October 14, in 6 of October City, an unknown number of employees at the Eastern Company for Tobacco staged a sit-in protest, calling for an increase in daily incentives and meal allowances as well as the protection of employees' health .",0,"crowd size=no report",1689711026,10932
EGY10114,2019-10-09,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"Egypt Window; ATUC",Other-National,"From October 9 to October 14, in 6 of October City, an unknown number of employees at the Eastern Company for Tobacco staged a sit-in protest, calling for an increase in daily incentives and meal allowances as well as the protection of employees' health .",0,"crowd size=no report",1689711026,10932
EGY10115,2019-10-09,2019,1,Demonstrations,Protests,"Protest with intervention","Protesters (Egypt)","Labor Group (Egypt)",Protesters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Protesters",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"Egypt Window; ATUC",Other-National,"On or after October 9, 2019, in 6 of October City, Egyptian police arrested 28 employees of the Eastern Company for Tobacco for participating in a sit-in that demanded higher incentives, increased meal allowances, and respect for employees' health .",0,"crowd size=no report",1689711026,10932
EGY10096,2019-10-08,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Women (Egypt); Health Workers (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Aswan,"New Aswan",,"Gharb Aswan",24.1903,32.8545,1,Elsaba7,National,"On 8 October 2019, in West Aswan, a group mostly comprised of women and hospital workers protested against drug addiction .",0,"crowd size=no report",1689711026,12
EGY10125,2019-10-07,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)","Labor Group (Egypt)",Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,Giza,"6th of October 1",,"6th October City",29.9464,30.9169,1,"Egypt Window; ATUC; FJ Portal",Other-National,"On 7 October 2019, in 6 of October City, over 4000 employees of Universal Engineering Industries staged a sit in protesting against the delayed payment of salaries, the layoff of hundreds of workers, and lack of distribution of incentive. The protest continued until October 15 2019. .",0,"crowd size=over 4000",1689711026,10932
EGY10059,2019-10-04,2019,1,Demonstrations,Protests,"Peaceful protest","Protesters (Egypt)",,Protesters,,,,"Protesters only",,818,"Northern Africa",Egypt,"Kafr el-Sheikh",Motobas,,Mutubas,31.2946,30.5226,1,"Nile News TV; Al Gomhurriah; Al Dostor",National,"On 4 October 2019, in Mutubas, thousands of civilians gathered for the funeral of Jalal Saad Harbi al-Shami, a member of the Egyptian Military Forces who was killed by militants in North Sinai a week prior. The funeral evolved into a peaceful protest against terrorism .",0,"crowd size=thousands",1689711026,38538
EGY10637,2019-12-23,2019,1,Demonstrations,Riots,"Violent demonstration","Rioters (Egypt)","Prisoners (Egypt); Former Military Forces of Egypt (2014-)",Rioters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Rioters",,818,"Northern Africa",Egypt,Qalyubia,"Al Obor",,"El Obour City",30.2314,31.4764,1,"FJ Portal",National,"On 23 December 2019, clashes broke out between prison administration and approximately 26 former Egyptian military officers who are now prisoners in Haykestep region of El Obour City (Kalyoubia), which resulted in the prison administration calling in Egyptian Special Forces to end the clashes. The prisoners were demonstrating and demanding their release and better treatments in prison when clashes broke out, resulting in an unspecificed number of injuries.",0,"crowd size=no report",1693414517,37373
EGY10816,2020-04-07,2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (Egypt)",,Rioters,"Police Forces of Egypt (2014-)",,"State forces","State forces-Rioters",,818,"Northern Africa",Egypt,Beheira,"Kafr Al Dawar City",,"Kafr ad Dawwar",31.1340,30.1280,1,"Dotmsr; FJ Portal; New Arab",National-Regional,"On 7 April 2020, Egyptian police forces fired bullets into the air and clashed with members of a large crowd of mourners at a funeral in Kafr ad Dawwar (Kafr ad Dawwar, Behera). Police were attempting to break up the funeral which was in violation of coronavirus restrictions.",0,"crowd size=large",1764637279,210115
